,sentence_id,case_caption,case_date,phrase_id,phrase_stem,sentence,is_ws,is_first_ws
62997,08f1ee16-027c-463c-8b9f-6c6938f3b4b7,"CONNELLY v. UNITED STATES, 249 F.2d 576 (8th Cir. 1957)",1957-11-15,6596,evid act transact done further conspiraci may nevertheless admit tend connect conspir conspiraci explain state mind,"It is now well established that evidence of acts or transactions not done in furtherance of the conspiracy may nevertheless be admitted if they tend to connect the conspirator with the conspiracy """"by explaining his state of mind."""" Glasser v. United States, 315 U.S. 60, 62 S.Ct. 457, 470, 86 L.Ed. 680.",True,True
69570,93e17ac9-2912-4519-8039-2261c812b550,"WORLDWIDE BASKETBALL  SPORT TOURS v. NCAA, 388 F.3d 955 (6th Cir. 2004)",2004-11-15,6600,case involv industri horizont restraint competit essenti product avail analyz use rule reason,"It is well-established that cases involving industries """"in which horizontal restraints on competition are essential if the product is to be available at all"""" should be analyzed using the rule of reason. See Bd. of Regents,468 U.S. at 100-01, 104 S.Ct. 2948; see also Nat''l Hockey League,325 F.3d at 719 (finding that the district court erred in failing to apply the rule of reason analysis to a challenge concerning hockey league eligibility rules).",True,True
47371,c04feb5a-7175-4aac-ae9b-3931c26b0f84,"HANNIGAN v. SEARS, ROEBUCK AND CO., 410 F.2d 285 (7th Cir. 1969)",1969-04-15,6601,motion direct verdict judgment n.o.v,It is well established that a motion for a directed verdict or for judgment n.o.v. is properly denied where the evidence is such that reasonable men in a fair and impartial exercise of their judgment may draw different conclusions therefrom.,True,True
66150,3da1b8cf-ecc8-45b5-8b70-c5bb7b7ba0f5,"RENEAU v. MOSSY MOTORS, 622 F.2d 192 (5th Cir. 1980)",1980-07-25,6602,object standard use determin violat tila, It is now well-settled that an objective standard is used in determining violations of TILA.,True,True
64660,e342f544-b1a3-4148-8185-1b803210ad25,"KEARNS v. FORD MOTOR CO., 567 F.3d 1120 (9th Cir. 2009)",2009-06-08,6603,feder rule civil procedur appli feder court irrespect sourc subject matter jurisdict irrespect whether substant law issu state feder,"It is well-settled that the Federal Rules of Civil Procedure apply in federal court, """"irrespective of the source of the subject matter jurisdiction, and irrespective of whether the substantive law at issue is state or federal."""" See Vess, 317 F.3d at 1102 (citingHanna v. Plumer, 380 U.S. 460, 85 S.Ct. 1136, 14 L.Ed.2d 8 (1965)). """"`[W]hile a federal court will examine state law to determine whether the elements of fraud have been pled sufficiently to state a cause of action, the Rule 9(b) requirement that the circumstances of the fraud must be stated with particularity is a federally imposed rule.''"""" Vess,317 F.3d at 1103 (quoting Hayduk v. Lanna, 775 F.2d 441, 443 (1st Cir. 1985) (emphasis omitted, brackets in original)).",True,True
55835,cbfca324-a30a-4986-ab50-8a508106d342,"APPLICATION OF LOUMIET, 205 F.2d 310 (C.C.P.A. 1953)",1953-06-24,6604,limit express claim cannot read avoid prior art,It is well settled that limitations not expressed in the claims cannot be read into them to avoid the prior art.,True,True
53605,2e0dc11c-d08f-40f9-94f4-df22de9315c9,"U.S. v. SURRATT, 172 F.3d 559 (8th Cir. 1999)",1999-03-31,6605,govern need prove actual possess construct possess suffici,"It is well established that the government need not prove actual possession, constructive possession is sufficient.",True,True
66417,fdc48aee-f249-41b2-8bd4-9fa043d0cd42,"N.L.R.B. v. EXCHANGE PARTS COMPANY, 304 F.2d 368 (5th Cir. 1962)",1962-06-22,6608,employ cannot offer wage increas condit employe withdraw vote union,It is well established that an employer cannot offer wage increases conditioned on the employees withdrawing from or voting against a union.,True,True
69370,ff3bdce0-3aaa-4026-8ff4-ca0396ba225c,"U.S. v. TREADWELL, 593 F.3d 990 (9th Cir. 2010)",2010-01-28,6609,misrepresent infer conduct well word,"It is well-settled that a misrepresentation can be inferred from conduct as well as from words. See, e.g., Nash, 115 F.3d at 1436 (""""[A] representation has long been held to consist of words, made orally or in writing, or other conduct manifesting to another the existence of a material present or past fact."""" (quotingUnited States v. Bonnett, 877 F.2d 1450, 1456 (10th Cir. 1989))).",True,True
62387,08944590-69ec-40a2-977c-d41caa283c92,"IN RE DONALD J. TRUMP CASINO SECURITIES LIT., 7 F.3d 357 (3rd Cir. 1993)",1993-10-14,6610,gener matter court appeal consid argument rais appeal first time repli brief,"It is well-established that, """"[a]s a general matter, the courts of appeals will not consider arguments raised on appeal for the first time in a reply brief."""" Hoxworth v. Blinder, Robinson Co.,903 F.2d 186, 205 n. 29 (3d Cir. 1990); accordInternational Raw Materials, Ltd. v. Stauffer Chem.",True,True
56017,02a6e9f1-005e-46c4-abaa-5c4d8d8301ee,"IN RE FISCHER., 58 F.2d 1060 (C.C.P.A. 1932)",1932-05-23,6611,noth invent omit part devic also function part,It is well established that there is nothing inventive in omitting a part of a device and also the function of that part.,True,True
65476,beddda78-f1ae-4264-8aa7-804e0c81456b,"CARTER v. MITCHELL, 443 F.3d 517 (6th Cir. 2006)",2006-04-06,6612,defend right fair trial may violat prosecut deliber mislead juri allow mislead testimoni go uncorrect respect promis offer key prosecut wit exchang testimoni,"It was well-established at the time of Carter''s trial that a defendant''s right to a fair trial may be violated where the prosecution deliberately misleads a jury or allows misleading testimony to go uncorrected with respect to any promise offered to a key prosecution witness in exchange for his testimony. See Giglio v. United States,405 U.S. 150, 153-54, 92 S.Ct. 763, 31 L.Ed.2d 104 (1972); Napue v.Illinois,360 U.S. 264, 269, 79 S.Ct. 1173, 3 L.Ed.2d 1217 (1959). """"A new trial is required if `the false testimony could . . . in any reasonable likelihood have affected the judgment of the jury.''"""" Giglio,405 U.S. at 154, 92 S.Ct. 763 (quoting Napue,360 U.S. at 271,79 S.Ct. 1173).",True,True
55738,b160720b-a539-4d6e-abcc-b5d65cbeea04,"U.S. v. SILVESTRI, 409 F.3d 1311 (11th Cir. 2005)",2005-05-23,6613,invit error preclud review error appeal,"It is well established in this Circuit that to invite error is to preclude review of that error on appeal. See Ford,289 F.3d at 1294.",True,True
66863,72468fea-8bc6-4568-8dc5-5eced9f6dfdd,"IN RE ZELIS, 66 F.3d 205 (9th Cir. 1995)",1995-09-15,6614,satisfact one tortfeasor effect joint sever liabl tortfeasor,"It is a well-established principle of tort law in California that satisfaction by one tortfeasor is effective as to all joint and severally liable tortfeasors. Winzler Kelly v.Superior Court,122 Cal.Rptr. 259, 263 (Ct.App. 1975); Cal.",True,True
68173,a52ac3f9-06a4-432a-8131-b4e73768260c,"URBANIZADORA VERSALLES, INC. v. RIVERA RIOS, 701 F.2d 993 (1st Cir. 1983)",1983-03-02,6615,zone author cannot use limit depress valu land reduc expens subsequ condemn,"It is well settled that the zoning authority cannot be used to limit or depress the value of land so as to reduce the expense of a subsequent condemnation. E.g., Peacock v. City of Sacramento,271 Cal.App.2d 845, 77 Cal.Rptr. 391 (Cal.App. 1969); 5 P. Rohan,Zoning Land Use Controls § 34.04[3] (1982).",True,True
68880,7e879fe6-54ba-4c3f-a958-8f802dcdaca8,"VULCAN ARBOR HILL CORP. v. REICH, 81 F.3d 1110 (D.C. Cir. 1996)",1996-04-19,6616,agenc action may gener upheld ground reli upon agenc,"It is well-settled law that an agency''s action may not generally be upheld on grounds other than those relied upon by the agency. See National R.R. Passenger Corp. v. Boston Maine Corp.,503 U.S. 407 (1992) (citing SEC v. Chenery Corp., 318 U.S. 80, 88(1943)).",True,True
68896,49799981-093f-4ee8-a6fe-129b53d90c08,"BAPTISTE v. C.I.R., 29 F.3d 433 (8th Cir. 1994)",1994-07-12,6617,doctrin re judicata appli field feder taxat,It is well established that the doctrine of res judicata applies to the field of federal taxation. United States v.International Bldg.,True,True
69493,654aeefe-30fd-498a-bd94-2b69bb4d7ad5,"JOHNSON  JOHNSON v. KENDALL COMPANY, 327 F.2d 391 (7th Cir. 1964)",1964-01-22,6618,claim element may function point alleg novelti,It is well established that claim elements may not be functional at the point of alleged novelty.,True,True
54447,a9308913-e765-4298-b15e-ead09de20185,"U.S. v. COOPER, 482 F.3d 658 (4th Cir. 2007)",2007-03-28,6619,men rea requir typic extend jurisdict element crime — exist fact confer feder jurisdict need one mind actor time perpetr act made crimin feder statut,"It is well settled that mens rea requirements typically do not extend to the jurisdictional elements of a crime — that """"the existence of the fact that confers federal jurisdiction need not be one in the mind of the actor at the time he perpetrates the act made criminal by the federal statute.""""United States v. Feola, 420 U.S. 671, 677 n. 9,95 S.Ct. 1255, 43 L.Ed.2d 541 (1975); Yermian,468 U.S. at 68-69, 104 S.Ct. 2936.",True,True
62189,c3c9eefd-3a63-4651-b641-528c5b9ccaff,"U.S. v. HARVEY, 532 F.3d 326 (4th Cir. 2008)",2008-07-14,6620,restitut order must base actual loss, It is well settled that a restitution order must be based on actual loss.,True,True
66156,789a6030-35e0-4b92-8952-85b9d4fbdb57,"SARASOTA, FLA. v. E.P.A., 799 F.2d 674 (11th Cir. 1986)",1986-09-15,6621,claim court jurisdict extend money claim unit state,"It is well established that Claims Court jurisdiction extends only to money claims against the United States. United States v. Mitchell,463 U.S. 206, 216,103 S.Ct. 2961, 2968, 77 L.Ed.2d 580, 591 (1983) (""""claim must be one for money damages""""); Laguna Hermosa Corp. v. Martin,643 F.2d 1376, 1379 (9th Cir. 1981) (""""Tucker Act applies only to claims for money damages""""); Eastport S.S. Co. v. United States,",True,True
51138,6dc999fa-893b-4796-8249-a54034412341,"U.S. v. JACKSON, 345 F.3d 638 (8th Cir. 2003)",2003-11-19,6622,district court refus grant downward departur gener unreview appeal unless district court unconstitut motiv erron believ without author grant departur,"It is well settled that """"[a] district court''s refusal to grant a downward departure is generally unreviewable on appeal, unless the district court had an unconstitutional motive or erroneously believed that it was without authority to grant the departure."""" United States v. Gonzalez-Lopez,335 F.3d 793,799 (8th Cir. 2003) (citing United States v. Young,315 F.3d 911, 914 (8th Cir. 2003)) cert. denied, ___ U.S. ___,123 S.Ct. 2108, 155 L.Ed.2d 1081 (2003).",True,True
61339,8ed25410-e71c-4ee1-ba3a-d36795436521,"N.L.R.B. v. CUSTOM EXCAVATING, INC., 575 F.2d 102 (7th Cir. 1978)",1978-03-09,6623,employ must give inform union may use pend grievanc,"It is well settled that an employer must give information to a union when, as here, it may be useful as to a pending grievance. National Labor Relations Board v. AcmeIndustrial Co.,385 U.S. 432, 437-438, 87 S.Ct. 565,17 L.Ed.2d 495.",True,True
64801,65caf2a9-cb7a-44bd-8ee1-dfedf21c085f,"FLAKS v. KOEGEL, 504 F.2d 702 (2nd Cir. 1974)",1974-09-25,6624,award punit damag permiss violat either section 10 b 1934 act green v wolf corp 406 f.2d 291 2d cir 1968 cert deni 395 u. 977 89 s.ct 2131 23 l.ed.2d 766 1969 section 17 1933 act globu v law research serv inc 418 f.2d 1276 2d cir 1969 cert deni 397 u. 913 90 s ct,"It is well established that an award for punitive damages is not permissible for violations either of section 10(b) of the 1934 Act, Green v. Wolf Corp., 406 F.2d 291 (2d Cir. 1968), cert. denied, 395 U.S. 977, 89 S.Ct. 2131, 23 L.Ed.2d 766 (1969), or of section 17(a) of the 1933 Act, Globus v. Law Research Serv., Inc., 418 F.2d 1276(2d Cir. 1969), cert. denied, 397 U.S. 913, 90 S. Ct. 913, 25 L.Ed.2d 93 (1970).",True,True
65285,d88a662d-ee8c-4091-bb0c-5e1adebf7d92,"UNITED STATES v. GLIDDEN CO., 119 F.2d 235 (6th Cir. 1941)",1941-04-18,6626,judgment render upon sustain demurr equal conclus way estoppel fact confess demurr verdict find fact would accordingli demurr goe merit judgment sustain bar subsequ suit caus action,"It is well settled that the judgment rendered upon sustaining a demurrer is equally conclusive by way of estoppel of the facts confessed by the demurrer as a verdict finding the same facts would have been and accordingly that where a demurrer goes to the merits, a judgment sustaining it is a bar to a subsequent suit on the same cause of action.",True,True
67293,aacd5803-56aa-40ec-a033-4b0ced13ea14,"CHURCHILL v. WATERS, 977 F.2d 1114 (7th Cir. 1992)",1992-10-15,6627,control oper room hand surgeon charg,It is well established that the control of the operating room is in the hands of the surgeon in charge.,True,True
64280,9ce398cf-c785-47fb-a6d5-936acf4a8bbf,"U.S. v. SCHMIDT, 935 F.2d 1440 (4th Cir. 1991)",1991-06-11,6628,defens object base defect institut prosecut must rais prior trial,"It is well-settled that """"[d]efenses and objections based on defects in the institution of the prosecution"""" must be raised prior to trial. United States v. Taylor,562 F.2d 1345, 1356(2d Cir.), cert. denied sub nom, Salley v. United States,432 U.S. 909, 97 S.Ct. 2958, 53 L.Ed.2d 1083 (1977) (refusing to hear a selective prosecution claim raised for the first time on appeal); Fed.R.Crim.P. 12(b)(1).",True,True
62748,01c75204-94dc-44c2-9fe3-fb815cdc5778,"MATTER OF WHEAT R. FREIGHT R. ANTITRUST LIT., 759 F.2d 1305 (7th Cir. 1985)",1985-04-17,6629,regul industri per se exempt sherman act, It is well-established . . . that regulated industries are not per se exempt from the Sherman Act.,True,True
67884,117226b4-af0a-44b5-8552-063f3aec643e,"DUNKLEBARGER v. MERIT SYSTEMS PROT. BD., 130 F.3d 1476 (Fed. Cir. 1997)",1997-12-03,6630,action parti confer subject-matt jurisdict tribun principl estoppel appli vest subject-matt jurisdict congress done,It is well settled that no action of the parties can confer subject-matter jurisdiction on a tribunal and that the principles of estoppel do not apply to vest subject-matter jurisdiction where Congress has not done so.,True,True
66361,9846a2d8-a746-4a82-aa97-85a55f7ad9fd,"SMITH v. HIGHTOWER, 693 F.2d 359 (5th Cir. 1982)",1982-11-22,6631,clearli erron standard appli improp legal standard proper one improperli appli util district court arriv find,"It is a well-established rule of this Circuit that the clearly erroneous standard does not apply """"when an improper legal standard, or a proper one improperly applied, is utilized by a District Court in arriving at its findings."""" Theriault v.Sibler, 5 Cir. 1977, 547 F.2d 1279, 1280.",True,True
68254,8823fb30-2ea0-4af0-891a-0b6957458088,"FLORENCE PRINTING CO. v. N.L.R.B., 333 F.2d 289 (4th Cir. 1964)",1964-06-10,6632,board wide discret select appropri collect bargain unit,It is well established that the Board has wide discretion in selecting the appropriate collective bargaining unit.,True,True
62846,ae30e249-7c9a-40b6-8513-2916096604a1,"THOMPSON v. DEAL, 92 F.2d 478 (D.C. Cir. 1937)",1937-06-28,6634,suit compel offic unit state perform ministeri duti suit unit state requir consent su,It is too well settled to require the citation of authority that a suit to compel an officer of the United States to perform a ministerial duty is not a suit against the United States requiring their consent to be sued.,True,True
68423,0b9b5464-7612-42e7-8fdd-4263ef6c57da,"KING v. SIMPSON, 189 F.3d 284 (2nd Cir. 1999)",1999-08-20,6635,judici actor enjoy absolut immun,"It is well established, for example, that judicial actors enjoy absolute immunity. See id.",True,True
67270,3d259f75-0d3c-49c9-b313-c15fb5938850,"LYDON v. C.I.R., 351 F.2d 539 (7th Cir. 1965)",1965-10-06,6637,part defici due fraud intent evad tax penalti 50 total amount defici may assess,"It is well established that if any part of a deficiency is due to fraud with an intent to evade tax, a penalty of 50% of the total amount of the deficiency may be assessed.",True,True
58075,c58413b5-0132-464d-8bab-5c6f9b79d5bb,"BURTON v. UNITED STATES, 175 F.2d 960 (5th Cir. 1949)",1949-07-18,6638,conspiraci may contempl sever offens may alleg broadli conspiraci realli,"It is well settled that the conspiracy may contemplate several offenses, and may be alleged as broadly as the conspiracy really was.",True,True
60948,4cca80b7-6249-43f9-ad81-cfecea612b36,"TRIANA v. U.S., 205 F.3d 36 (2nd Cir. 2000)",2000-02-24,6639,right counsel violat per se attorney implic defend crime,"It is well-settled that the right to counsel is violated per se """"where the attorney was implicated in the defendant''s crime."""" O''Neil, 118 F.3d at 71; see also Cancilla, 725 F.2d at 870.",True,True
65969,5b0dfb29-7642-4981-b979-32bbed259e35,"U.S. v. NEWTON, 259 F.3d 964 (8th Cir. 2001)",2001-09-20,6640,law enforc may conduct search without warrant without probabl caus suspect voluntarili consent search,"It is well settled that """"[law enforcement] may conduct a search without a warrant and without probable cause if the suspect voluntarily consents to the search."""" United States v. Reinholz,245 F.3d 765, 780 (8th Cir. 2001). Miranda warnings need not be given prior to requesting consent to search. United States v. Payne,119 F.3d 637, 643 (8th Cir. 1997).",True,True
68944,6610ef64-7263-4a12-9f90-6bdeaa8758e6,"FEDERAL BARGE LINES, INC. v. REPUBLIC MARINE, 616 F.2d 372 (8th Cir. 1980)",1980-03-05,6641,feder court set rate prejudg interest admiralti action bound state statutori interest rate,"It is well established that a federal court in setting the rate of prejudgment interest in admiralty actions is not bound by state statutory interest rates. United States v. M/V Gopher State,supra,614 F.2d at 1190; United States v. M/V Zoe Colocotroni,602 F.2d 12, 14 (1st Cir. 1979); Complaint of M/V Vulcan,supra,553 F.2d at 491; The President Madison, supra,91 F.2d at 847; Robinson on Admiralty § 114, p. 85 (West 1939).",True,True
62660,8d90c19a-d6cf-4fa9-983d-e529dce27154,"U.S. v. RIGAS, 584 F.3d 594 (3rd Cir. 2009)",2009-10-21,6642,singl conspiratori agreement envisag violat sever statut,"It is well established that a single conspiratorial agreement can envisage the violation of several statutes. See, e.g.,Braverman v. United States, 317 U.S. 49, 53,63 S.Ct. 99, 87 L.Ed. 23 (1942).",True,True
69721,5c286d07-f9e8-4ec2-a947-42e4d2e305fe,"AMERICAN ICE CO. v. ROYAL PETROLEUM CORP., 261 F.2d 365 (3rd Cir. 1958)",1958-11-20,6643,appel court interfer injunct limit effect except unusu case persuas reason,"It is well settled, and properly so, that appellate courts will not interfere with injunctions of this limited effect except in the unusual case and for very persuasive reason.",True,True
62625,845d35bc-c5c4-4cf6-ae83-01cd3b358790,"WESTMORELAND HUMAN OPPORTUNITIES v. WALSH, 246 F.3d 233 (3rd Cir. 2001)",2001-04-10,6644,two overarch purpos one equit rehabilit undergird bankruptci code gener definit properti contain § 541 particular,"It is well-settled that two overarching purposes, one equitable and the other rehabilitative, undergird the Bankruptcy Code in general and the definition of property contained in § 541 in particular. See,e.g., In re Andrews,80 F.3d 906, 909 (4th Cir. 1996).",True,True
50463,886284f7-6b36-4960-9fd6-61527f085c41,"MARCH v. UNITED STATES, 506 F.2d 1306 (D.C. Cir. 1974)",1974-11-12,6646,languag plain admit one mean duti interpret aris rule aid doubt mean need discuss,"It is well settled that """"[w]here the language is plain and admits of no more than one meaning, the duty of interpretation does not arise, and the rules which are to aid doubtful meanings need no discussion.""""[fn27]",True,True
66013,2804ff6a-df3d-4c8d-96c7-da367efe55d1,"BRANCH v. TURNER, 37 F.3d 371 (8th Cir. 1994)",1994-09-21,6647,state may consist feder constitut dismiss appeal defend fugit pendenc defend appeal,"It is well settled that a state may, consistent with the federal constitution, dismiss the appeal of a defendant who is a fugitive during the pendency of the defendant''s appeal. See Allen v.Georgia,166 U.S. 138, 17 S.Ct. 525, 41 L.Ed. 949 (1897) (upholding state''s dismissal of appeal of defendant who escaped and was recaptured during appeal); Estelle v. Dorrough,420 U.S. 534, 95 S.Ct. 1173, 43 L.Ed.2d 377 (1975) (upholding state statute providing for appellate dismissal when defendant escapes during pendency of appeal).",True,True
68030,8f482bc5-1b70-4735-bf05-59be91545edb,"HENRY v. FIRST NAT. BANK OF CLARKSDALE, 595 F.2d 291 (5th Cir. 1979)",1979-05-21,6648,properti interest unit state cannot subject judici process without consent,"It is well established that a property interest of the United States cannot be subjected to judicial process without its consent. Maricopa County v. ValleyNational Bank,318 U.S. 357, 362, 63 S.Ct. 587, 589,87 L.Ed. 834 (1943); United States v. Alabama,313 U.S. 274, 281-82,61 S.Ct. 1011, 1014, 85 L.Ed. 1327 (1941). """"A proceeding against property in which the United States has an interest is a suit against the United States."""" Id. at 282; 61 S.Ct. at 1014.",True,True
68085,b4a63670-2d3e-40c9-aa2c-3c4d793c2de1,"UNITED STATES v. PICOU, 71 F.2d 854 (5th Cir. 1934)",1934-06-26,6649,freight deliv carrier transport destin state move interst commerc time actual deliv carrier although remain temporarili state origin,"It is well settled that where freight is delivered to a carrier, to be transported to a destination out of the state, it is moving in interstate commerce from the time it is actually delivered to the carrier although it remains temporarily in the state where it originates.",True,True
62240,1e1d5154-ceb5-406a-bf0a-321c499e5d31,"JOHNSON v. CHAMPION, 288 F.3d 1215 (10th Cir. 2002)",2002-04-26,6650,review feder habea claim assert state prison circumscrib treatment claim receiv state court,It is well established that our review of federal habeas claims asserted by state prisoners is circumscribed by the treatment those claims received in state court.,True,True
66985,7dbc4cbb-f9fd-425e-9138-fe16da09690c,"UNITED STATES v. KELLY, 349 F.2d 720 (2nd Cir. 1965)",1965-07-29,6651,trial judg continu duti stage trial grant sever prejudic particular defend made manifest,"It is well settled that the trial judge is under """"a continuing duty at all stages of the trial to grant a severance if prejudice"""" to a particular defendant is made manifest.",True,True
67163,243098cc-019e-4008-8e1a-7dcd5dfaee89,"UNITED STATES v. COOK, 184 F.2d 642 (7th Cir. 1950)",1950-10-26,6652,action trial court upon applic continu matter discret review unless clear show discret abus manifest injustic result refus continu,It is well settled that the action of a trial court upon an application for continuance is a matter of discretion and will not be reviewed unless there is a clear showing that such discretion has been abused or that a manifest injustice has resulted from the refusal to continue.,True,True
63267,2c4ac4f1-279e-4758-b489-a17b2858d343,"SHAMA v. UNITED STATES, 94 F.2d 1 (8th Cir. 1938)",1938-01-31,6653,wit stand agent may testifi princip told testimoni establish fact agenc,"It is well settled that, when on the witness stand, the agent may testify what his principal told him to do, and by such testimony establish the fact of the agency.",True,True
55859,ca5fa22d-e611-4a68-9ab0-ec82ab79c192,"CHARLSON REALTY COMPANY v. UNITED STATES, 384 F.2d 434 (Ct.Cl. 1967)",1967-10-13,6654,petit consid file deliv court,It is a well established rule of law that a petition is considered filed when it is delivered to the court.,True,True
63224,e1a73534-aeb1-4128-88dc-850e6309f7ec,"U.S. v. MAHONEY, 627 F.3d 705 (8th Cir. 2010)",2010-12-08,6655,complianc term pretrial releas commend justifi releas section 3145 c,"It is well settled that compliance with the terms of pretrial release is commendable but does not justify release under section 3145(c). United States v.Little, 485 F.3d 1210, 1211 (8th Cir. 2007); UnitedStates v. Larue, 478 F.3d 924, 925 (8th Cir. 2007);United States v. Mostrom, 11 F.3d 93, 95 (8th Cir. 1993).",True,True
60339,6aa8fc1c-17c6-44c8-b748-0433b0d11875,"SAN JOSE MERCURY NEWS v. U.S. DIST. COURT, 187 F.3d 1096 (9th Cir. 1999)",1999-08-13,6656,fruit pretrial discoveri absenc court order contrari presumpt public,"It is well-established that the fruits of pretrial discovery are, in the absence of a court order to the contrary, presumptively public.",True,True
68866,0ecbe0a9-aa47-4543-be9d-558e7b8b36f9,"INTERN. UNION OF ELEC. ET AL. WORKERS v. NLRB, 41 F.3d 1532 (D.C. Cir. 1994)",1994-12-16,6657,caus attempt caus employ discharg employe breach union membership requir failur pay financi core oblig uniform initi fee due violat act specif section 8 b 2 fn1 8 b 1 a,"It is well settled that causing or attempting to cause an employer to discharge an employee for breach of any union membership requirements other than failure to pay the financial core obligations of uniform initiation fees and dues violates the Act, specifically sections 8(b)(2)[fn1] and 8(b)(1)(A).[fn2]SeeUnion Starch Ref. Co., 87 N.L.R.B. 779, 787 (1949), enforced,186 F.2d 1008 (7th Cir.),cert. denied,342 U.S. 815, 72 S.Ct. 30, 96 L.Ed. 617 (1951).",True,True
64374,6bc7cbaf-b15a-4d6e-b927-5b656ed1ccea,"JONES v. GOMEZ, 66 F.3d 199 (9th Cir. 1995)",1995-09-15,6658,conclusori alleg support statement specif fact warrant habea relief,"It is well-settled that """"[c]onclusory allegations which are not supported by a statement of specific facts do not warrant habeas relief."""" James v. Borg ,24 F.3d 20, 26 (9th Cir. 1994).",True,True
63615,05150ea3-5be4-4414-9570-7e1db4f4e06f,"W.E. KAUTENBERG CO. v. EKCO PRODUCTS CO., 251 F.2d 628 (C.C.P.A. 1958)",1958-01-22,6659,coin fanci mark given much broader degre protect word common use,It is well settled that coined or fanciful marks should be given a much broader degree of protection than words in common use.,True,True
66785,c314f3c3-3bf1-4ed0-838d-ebdcd9209080,"NEES v. SECURITIES AND EXCHANGE COMMISSION, 414 F.2d 211 (9th Cir. 1969)",1969-07-09,6660,certain circumst term will connot evil intent mean act consciou intent action,"It is well established that in certain circumstances the term """"willful"""" has no connotation of evil intent; it means only that the act was a conscious, intentional action.",True,True
65797,1e1b74b5-9796-43bf-af55-9a895bdf2050,"PARAMOUNT AVIATION CORP. v. AGUSTA, 288 F.3d 67 (3rd Cir. 2002)",2002-05-01,6661,defend neglig injur plaintiff properti may liabl proxim caus harm includ econom loss,"It is well established in New Jersey as elsewhere that """"a defendant who negligently injures a plaintiff or his property may be liable for all proximately caused harm, including economic losses."""" People Express Airlines, Inc. v. Consolidated RailCorp.,100 N.J. 246, 495 A.2d 107, 109 (1985).",True,True
61375,63469612-90ef-4ad9-9093-eb459f5bab16,"BEISCHEL v. STONE BANK SCHOOL DIST., 362 F.3d 430 (7th Cir. 2004)",2004-03-29,6662,final judgment conclus subsequ action parti matter litig might litig former proceed,"It is well-settled that """"a final judgment is conclusive in all subsequent actions between the same parties as to all matters which were litigated or which might have been litigated in the former proceedings."""" DePratt v. West Bend Mut.",True,True
69106,3c765591-ffc2-4512-97b6-b74297f9c24a,"UNITED STATES v. ALFONSO, 552 F.2d 605 (5th Cir. 1977)",1977-05-19,6663,five person criterion § 1955 jurisdict requir unrel crimin charact conduct,"It is well settled, however, that the """"five persons"""" criterion of § 1955 is a jurisdictional requirement unrelated to the criminal character of conduct. United States v. Pacheco,489 F.2d 554, 558 (5 Cir. 1974); United States v. Tucker,526 F.2d 279, 283-284 (5 Cir. 1976) cert. denied, ___ U.S. ___, 97 S.Ct. 796, 50 L.Ed.2d 783(1977).",True,True
59326,dd635854-e692-46ee-aae2-36bd897964e8,"DAWSON v. HINSHAW MUSIC INC., 905 F.2d 731 (4th Cir. 1990)",1990-06-07,6664,expert testimoni admiss proof first prong court refer extrins object inquiri,"It is well established that expert testimony is admissible for proof under the first prong which courts have referred to as an """"extrinsic"""" or """"objective"""" inquiry. See id.",True,True
65858,4b9ecffa-d2aa-4723-9758-3f7220e05f96,"UNITED STATES v. CAMPBELL, 684 F.2d 141 (D.C. Cir. 1982)",1982-08-03,6665,sentenc invalid base upon improp inaccur inform,"It is well established, for example, that a sentence is invalid if it is based upon """"improper or inaccurate information."""" Dorszynskiv.",True,True
64852,9c15e37a-0c59-4ffb-8c2b-b6c2f4e72c5e,"DSI ASSOCIATES LLC v. U.S., 496 F.3d 175 (2nd Cir. 2007)",2007-08-02,6666,third parti may interven crimin forfeitur proceed assert interest properti forfeit,"It is well established that third parties may not intervene during criminal forfeiture proceedings to assert their interests in the property being forfeited. See21 U.S.C. § 853(k);[fn10]United States v. McHan,345 F.3d 262, 269 (4th Cir.2003) (observing that section 853 """"provides that, until this sentence of forfeiture is entered, no party claiming an interest in the forfeited property may intervene in the criminal case""""); see also United States v.Gilbert, 244 F.3d 888, 910 (11th Cir.2001) (""""By specifically barring third-parties from intervening in the criminal trial [through the analogous Racketeer Influenced and Corrupt Organizations Law (''RICO'') provision],18 U.S.C. § 1963(k), it is clear that Congress intended section 1963(l) proceedings to provide the exclusive means for third-parties to assert their claims to forfeited property."""").[fn11] Rule 32.2 of the Federal Rules of Criminal Procedure, which pertains to procedures related to criminal forfeiture, also prohibits a third party from """"object[ing] to [a] final [forfeiture] order on the ground that the third party had an interest in the property."""" Fed.R.Crim.P. 32.2(c)(2).",True,True
62234,561fc750-b1e8-4200-b63b-52ad752b5cdd,"YOUNGER ON BEHALF OF YOUNGER v. SHALALA, 30 F.3d 1265 (10th Cir. 1994)",1994-07-07,6667,alj basic oblig everi social secur case ensur adequ record develop,"It is well established that """"[t]he ALJ has a basic obligation in every social security case to ensure that an adequate record is developed during the . . . hearing consistent with the issues raised."""" Henrie v. United States Dep''t of Health HumanServs.,13 F.3d 359, 360-61 (10th Cir. 1993) (disability case);see also Ransom v. Bowen,844 F.2d 1326, 1330 n. 4 (7th Cir.),cert. denied,488 U.S. 969, 109 S.Ct. 499, 102 L.Ed.2d 535(1988).",True,True
